"C","CTY","J","Val"
"cmill","DEU","jlamb",0.000641090693368453
"cmill","DEU","jpoul",0.000646074342489431
"cmill","DEU","jeggs",0.000868517332716439
"cmill","DEU","jmilk",4.63987615753404E-5
"cmill","DNK","jbeef",0.000714532493848548
"cmill","DNK","jpork",0.000866951808298036
"cmill","DNK","jlamb",0.00110563655902461
"cmill","DNK","jpoul",0.00111423145007903
"cmill","DNK","jeggs",0.0014978606383324
"cmill","DNK","jmilk",8.00201400859814E-5
"cmill","DOM","jbeef",0.000232027253887972
"cmill","DOM","jpork",0.000250863006349926
"cmill","DOM","jlamb",6.33022938204332E-6
"cmill","DOM","jpoul",0.000245019717689579
"cmill","DOM","jeggs",0.000457569342709725
"cmill","DOM","jmilk",7.49667374719605E-5
"cmill","DZA","jbeef",0.000287295855181843
"cmill","DZA","jpork",0.00186859888510608
"cmill","DZA","jlamb",0.00110608564410783
"cmill","DZA","jpoul",0.000891657043797161
"cmill","DZA","jeggs",0.00225223774353378
"cmill","DZA","jmilk",0.000203751008910369
"cmill","ECU","jbeef",3.59354582138551E-6
"cmill","ECU","jpork",3.88526646375878E-6
"cmill","ECU","jlamb",9.80400748751555E-8
"cmill","ECU","jpoul",3.79476793310479E-6
"cmill","ECU","jeggs",7.08665198564367E-6
"cmill","ECU","jmilk",1.16105501259494E-6
"cmill","FJI","jbeef",0.000154369143908813
"cmill","FJI","jpork",0.000331385415719634
"cmill","FJI","jlamb",1.08495542972417E-5
"cmill","FJI","jpoul",0.000344763021503612
"cmill","FJI","jeggs",0.000123189842239069
"cmill","FJI","jmilk",6.6414019266125E-5
"cmill","FNP","jbeef",0.000714532493848548
"cmill","FNP","jpork",0.000866951808298036
"cmill","FNP","jlamb",0.00110563655902461
"cmill","FNP","jpoul",0.00111423145007903
"cmill","FNP","jeggs",0.0014978606383324
"cmill","FNP","jmilk",8.00201400859814E-5
"cmill","FRP","jbeef",0.000118980981970922
"cmill","FRP","jpork",0.000144361212906058
"cmill","FRP","jlamb",0.000184106005854483
"cmill","FRP","jpoul",0.000185537191400825
"cmill","FRP","jeggs",0.000249417529837567
"cmill","FRP","jmilk",1.33246212409464E-5
"cmill","GAB","jbeef",5.13146005008649E-5
"cmill","GAB","jpork",0.00433950471568981
"cmill","GAB","jpoul",0.0090048571445601
"cmill","GAB","jeggs",0.00683253905669016
"cmill","GAB","jmilk",0.000111181634418541
"cmill","GEO","jbeef",0.000231973375984408
"cmill","GEO","jpork",0.000348745008532831
"cmill","GEO","jlamb",0.00021878865055801
"cmill","GEO","jpoul",0.000188438242090242
"cmill","GEO","jeggs",0.000182880366008597
"cmill","GEO","jmilk",1.61745440942645E-5
"cmill","GMB","jbeef",0.0112706106304909
"cmill","GMB","jpork",0.953117972318516
"cmill","GMB","jpoul",1.97780432214065
"cmill","GMB","jeggs",1.50068180544987
"cmill","GMB","jmilk",0.0244196563660637
"cmill","GNB","jbeef",0.00386408065387355
"cmill","GNB","jpork",0.32677242062924
"cmill","GNB","jpoul",0.678081753410576
"cmill","GNB","jeggs",0.514502339063263
"cmill","GNB","jmilk",0.00837217475005935
"cmill","GNQ","jbeef",0.000298319687723213
"cmill","GNQ","jpork",0.025227901591793
"cmill","GNQ","jpoul",0.0523501332006284
"cmill","GNQ","jeggs",0.0397212664203458
"cmill","GNQ","jmilk",0.000646359323400294
"cmill","GRC","jbeef",0.00073973342604163
"cmill","GRC","jpork",0.000426675828616212
"cmill","GRC","jlamb",0.000764690611706538
"cmill","GRC","jpoul",0.000512981188027949
"cmill","GRC","jeggs",0.000493882680976565
"cmill","GRC","jmilk",3.11692171955549E-5
"cmill","GSA","jbeef",0.000149206648309315
"cmill","GSA","jpork",0.000161319102541045
"cmill","GSA","jlamb",4.07069554673892E-6
"cmill","GSA","jpoul",0.000157561537420978
"cmill","GSA","jeggs",0.000294242968663404
"cmill","GSA","jmilk",4.82078525063102E-5
"cmill","GTM","jbeef",0.000232027253887972
"cmill","GTM","jpork",0.000250863006349926
"cmill","GTM","jlamb",6.33022938204332E-6
"cmill","GTM","jpoul",0.000245019717689579
"cmill","GTM","jeggs",0.000457569342709725
"cmill","GTM","jmilk",7.49667374719605E-5
"cmill","HND","jbeef",0.000232027253887972
"cmill","HND","jpork",0.000250863006349926
"cmill","HND","jlamb",6.33022938204332E-6
"cmill","HND","jpoul",0.000245019717689579
"cmill","HND","jeggs",0.000457569342709725
"cmill","HND","jmilk",7.49667374719605E-5
"cmill","HRV","jbeef",0.00073973342604163
"cmill","HRV","jpork",0.000426675828616212
"cmill","HRV","jlamb",0.000764690611706538
"cmill","HRV","jpoul",0.000512981188027949
"cmill","HRV","jeggs",0.000493882680976565
"cmill","HRV","jmilk",3.11692171955549E-5
"cmill","HTI","jbeef",0.000232027253887972
"cmill","HTI","jpork",0.000250863006349926
"cmill","HTI","jlamb",6.33022938204332E-6
"cmill","HTI","jpoul",0.000245019717689579
"cmill","HTI","jeggs",0.000457569342709725
"cmill","HTI","jmilk",7.49667374719605E-5
"cmill","HUN","jbeef",0.00156945375884672
"cmill","HUN","jpork",0.00090525581169705
"cmill","HUN","jlamb",0.00162240411565515
"cmill","HUN","jpoul",0.00108836538329257
"cmill","HUN","jeggs",0.00104784507878159
"cmill","HUN","jmilk",6.61300995273947E-5
"cmill","IND","jlamb",0.0410145858484758
"cmill","IND","jeggs",0.0194944581922363
"cmill","IND","jmilk",0.00120600424274413
"cmill","IRL","jbeef",0.00153551816529762
"cmill","IRL","jpork",0.00186306467730973
"cmill","IRL","jlamb",0.00237599414332484
"cmill","IRL","jpoul",0.00239446441788399
"cmill","IRL","jeggs",0.00321887701265438
"cmill","IRL","jmilk",0.000171961918806353
"cmill","IRN","jbeef",0.000448409224141219
"cmill","IRN","jpork",0.00291649517801507
"cmill","IRN","jlamb",0.00172637020883648
"cmill","IRN","jpoul",0.00139169165164624
"cmill","IRN","jeggs",0.00351527584176362
"cmill","IRN","jmilk",0.000318013052313827
"cmill","IRQ","jbeef",0.00263956905398244
"cmill","IRQ","jpork",0.0171680019132549
"cmill","IRQ","jlamb",0.0101623096351088
"cmill","IRQ","jpoul",0.00819221822077021
"cmill","IRQ","jeggs",0.0206927351815785
"cmill","IRQ","jmilk",0.00187198961675623
"cmill","ISL","jbeef",0.000714532493848548
"cmill","ISL","jpork",0.000866951808298036
"cmill","ISL","jlamb",0.00110563655902461
"cmill","ISL","jpoul",0.00111423145007903
"cmill","ISL","jeggs",0.0014978606383324
"cmill","ISL","jmilk",8.00201400859814E-5
"cmill","ISR","jbeef",0.00349933867510811
"cmill","ISR","jpork",0.00502588476268856
"cmill","ISR","jlamb",0.000995792262988242
"cmill","ISR","jpoul",0.0024382596535714
"cmill","ISR","jeggs",0.00289161234873036
"cmill","ISR","jmilk",0.000318898969882916
"cmill","ITP","jbeef",0.00138322179427335
"cmill","ITP","jpork",0.0016782814583611
"cmill","ITP","jlamb",0.00214033735086145
"cmill","ITP","jpoul",0.00215697569933157
"cmill","ITP","jeggs",0.00289962107750515
"cmill","ITP","jmilk",0.000154906323646069
"cmill","JAM","jbeef",0.000154369143908813
"cmill","JAM","jpork",0.000331385415719634
"cmill","JAM","jlamb",1.08495542972417E-5
"cmill","JAM","jpoul",0.000344763021503612
"cmill","JAM","jeggs",0.000123189842239069
"cmill","JAM","jmilk",6.6414019266125E-5
"cmill","JOR","jbeef",0.000143298008767117
"cmill","JOR","jpork",0.000932023538072531
"cmill","JOR","jlamb",0.000551695638721358
"cmill","JOR","jpoul",0.000444742506982684
"cmill","JOR","jeggs",0.00112337570520903
"cmill","JOR","jmilk",0.000101627341065073
"cmill","JPN","jbeef",0.0017447051149613
"cmill","JPN","jpork",0.00141446941345578
"cmill","JPN","jpoul",0.00102754588199134
"cmill","JPN","jeggs",0.00106737697893608
"cmill","JPN","jmilk",5.9696773425942E-5
"cmill","KAZ","jbeef",0.0415693752461724
"cmill","KAZ","jpork",0.0624948406471883
"cmill","KAZ","jlamb",0.0392067568861334
"cmill","KAZ","jpoul",0.0337680129189083
"cmill","KAZ","jeggs",0.0327717842543866
"cmill","KAZ","jmilk",0.00289833172615682
"cmill","KEN","jbeef",1.32491337097571E-5
"cmill","KEN","jpork",0.049648644364744
"cmill","KEN","jpoul",0.0141169519677461
"cmill","KEN","jeggs",0.0101993487439424
"cmill","KEN","jmilk",0.000753544479742433
"cmill","KOR","jbeef",0.000377378156420294
"cmill","KOR","jpork",0.00303396156116055
"cmill","KOR","jpoul",0.00309871708148818
"cmill","KOR","jeggs",0.00014482548487873
"cmill","LBN","jbeef",0.000310325666337762
"cmill","LBN","jpork",0.00201838691258359
"cmill","LBN","jlamb",0.00119475014464493
"cmill","LBN","jpoul",0.000963132816816916
"cmill","LBN","jeggs",0.0024327784961283
"cmill","LBN","jmilk",0.000220083814182007
"cmill","LBY","jbeef",0.00657977678131384
"cmill","LBY","jpork",0.0427954783755158
"cmill","LBY","jlamb",0.0253320627777202
"cmill","LBY","jpoul",0.0204211241055255
"cmill","LBY","jeggs",0.0515817452414079
"cmill","LBY","jmilk",0.00466639574994621
"cmill","MDA","jbeef",0.00156945375884672
"cmill","MDA","jpork",0.00090525581169705
"cmill","MDA","jlamb",0.00162240411565515
"cmill","MDA","jpoul",0.00108836538329257
"cmill","MDA","jeggs",0.00104784507878159
"cmill","MDA","jmilk",6.61300995273947E-5
"cmill","MEX","jbeef",0.000102038842327456
"cmill","MEX","jpork",0.000685717620972259
"cmill","MEX","jlamb",0.000161776944411482
"cmill","MEX","jpoul",0.000511493679491962
"cmill","MEX","jeggs",0.000623125452055564
"cmill","MEX","jmilk",8.52648214074436E-5
"cmill","MMR","jpork",0.00580515782506303
"cmill","MMR","jlamb",0.0288236194498155
"cmill","MMR","jpoul",0.0135742496406947
"cmill","MMR","jeggs",0.0196778484153049
"cmill","MMR","jmilk",0.0186958814200206
"cmill","MNG","jbeef",0.00240987469813638
"cmill","MNG","jpork",0.0113585886650013
"cmill","MNG","jpoul",0.0207658578010503
"cmill","MNG","jeggs",0.0154649206843248
"cmill","MNG","jmilk",0.00451863806200174
"cmill","MOR","jbeef",0.000371699295826706
"cmill","MOR","jpork",0.00241756669039614
"cmill","MOR","jlamb",0.00143103789220588
"cmill","MOR","jpoul",0.00115361321550759
"cmill","MOR","jeggs",0.00291391319507886
"cmill","MOR","jmilk",0.000263610160640951
"cmill","MRT","jbeef",1.05494657047778E-5
"cmill","MRT","jpork",0.00181802458979004
"cmill","MRT","jpoul",0.00606258613206844
"cmill","MRT","jeggs",0.00503049673728434
"cmill","MRT","jmilk",0.000274286108324223
"cmill","MWI","jpork",0.0282503185860293
"cmill","MWI","jpoul",0.0104788603515
"cmill","MWI","jeggs",0.0117841855163928
"cmill","MWI","jmilk",0.000915540567042824
"cmill","MYS","jpork",0.0041316778832155
"cmill","MYS","jpoul",0.0023177705198526
"cmill","MYS","jeggs",0.00187689025792411
"cmill","MYS","jmilk",0.000447178551384604
"cmill","NER","jbeef",0.00408332972541369
"cmill","NER","jpork",0.703693822679626
"cmill","NER","jpoul",2.3466153508366
"cmill","NER","jeggs",1.9471295927003
"cmill","NER","jmilk",0.106166572860756
"cmill","NGA","jbeef",0.000934787163534764
"cmill","NGA","jpork",0.362604967973776
"cmill","NGA","jpoul",0.385933557516495
"cmill","NGA","jeggs",0.249629262209432
"cmill","NGA","jmilk",0.140690604305188
"cmill","NIC","jbeef",0.000232027253887972
"cmill","NIC","jpork",0.000250863006349926
"cmill","NIC","jlamb",6.33022938204332E-6
"cmill","NIC","jpoul",0.000245019717689579
"cmill","NIC","jeggs",0.000457569342709725
"cmill","NIC","jmilk",7.49667374719605E-5
"cmill","NLD","jbeef",0.00243763628996342
"cmill","NLD","jpork",0.00295761663430333
"cmill","NLD","jlamb",0.00377189256330718
"cmill","NLD","jpoul",0.00380121413863497
"cmill","NLD","jeggs",0.00510996977847835
"cmill","NLD","jmilk",0.00027298968077845
"cmill","NOR","jbeef",0.000714532493848548
"cmill","NOR","jpork",0.000866951808298036
"cmill","NOR","jlamb",0.00110563655902461
"cmill","NOR","jpoul",0.00111423145007903
"cmill","NOR","jeggs",0.0014978606383324
"cmill","NOR","jmilk",8.00201400859814E-5
"cmill","NZL","jbeef",0.000344370951390277
"cmill","NZL","jpork",0.00049459880222982
"cmill","NZL","jlamb",9.7996210378735E-5
"cmill","NZL","jpoul",0.000239949851841925
"cmill","NZL","jeggs",0.000284564424320371
"cmill","NZL","jmilk",3.13829417075689E-5
"cmill","OAO","jbeef",0.000154369143908813
"cmill","OAO","jpork",0.000331385415719634
"cmill","OAO","jlamb",1.08495542972417E-5
"cmill","OAO","jpoul",0.000344763021503612
"cmill","OAO","jeggs",0.000123189842239069
"cmill","OAO","jmilk",6.6414019266125E-5
"cmill","OBN","jbeef",0.00073973342604163
"cmill","OBN","jpork",0.000426675828616212
"cmill","OBN","jlamb",0.000764690611706538
"cmill","OBN","jpoul",0.000512981188027949
"cmill","OBN","jeggs",0.000493882680976565
"cmill","OBN","jmilk",3.11692171955549E-5
"cmill","OIO","jbeef",0.000154369143908813
"cmill","OIO","jpork",0.000331385415719634
"cmill","OIO","jlamb",1.08495542972417E-5
"cmill","OIO","jpoul",0.000344763021503612
"cmill","OIO","jeggs",0.000123189842239069
"cmill","OIO","jmilk",6.6414019266125E-5
"cmill","OPO","jbeef",0.000154369143908813
"cmill","OPO","jpork",0.000331385415719634
"cmill","OPO","jlamb",1.08495542972417E-5
"cmill","OPO","jpoul",0.000344763021503612
"cmill","OPO","jeggs",0.000123189842239069
"cmill","OPO","jmilk",6.6414019266125E-5
"cmill","PAK","jbeef",0.0131820587458151
"cmill","PAK","jlamb",0.0131255274997316
"cmill","PAK","jpoul",0.0568807119682968
"cmill","PAK","jeggs",0.0701706940020893
"cmill","PAK","jmilk",0.00123340900545638
"cmill","PAN","jbeef",0.000232027253887972
"cmill","PAN","jpork",0.000250863006349926
"cmill","PAN","jlamb",6.33022938204332E-6
"cmill","PAN","jpoul",0.000245019717689579
"cmill","PAN","jeggs",0.000457569342709725
"cmill","PAN","jmilk",7.49667374719605E-5
"cmill","PER","jbeef",4.24846581946874E-5
"cmill","PER","jpork",4.59335224629006E-5
"cmill","PER","jlamb",1.15907776816566E-6
"cmill","PER","jpoul",4.48636045230554E-5
"cmill","PER","jeggs",8.37818695849254E-5
"cmill","PER","jmilk",1.37265608418779E-5
"cmill","PHL","jbeef",0.000558602732766458
"cmill","PHL","jpork",0.000558602732766458
"cmill","PHL","jlamb",0.000558602732766458
"cmill","PHL","jpoul",0.000558602732766458
"cmill","PHL","jeggs",0.000558602732766458
"cmill","PHL","jmilk",0.000558602732766458
"cmill","POL","jbeef",0.00037089519377295
"cmill","POL","jpork",0.000213931138653099
"cmill","POL","jlamb",0.000383408485571518
"cmill","POL","jpoul",0.000257203812126771
"cmill","POL","jeggs",0.00024762800518845
"cmill","POL","jmilk",1.56279443979674E-5
"cmill","PRK","jbeef",0.00620088064113184
"cmill","PRK","jpork",0.029226935582109
"cmill","PRK","jpoul",0.0534329049284627
"cmill","PRK","jeggs",0.0397929931221021
"cmill","PRK","jmilk",0.0116269677027674
"cmill","PRT","jbeef",0.000857925829952405
"cmill","PRT","jpork",0.0010409328561907
"cmill","PRT","jlamb",0.00132751718178399
"cmill","PRT","jpoul",0.00133783690706547
"cmill","PRT","jeggs",0.00179845331368058
"cmill","PRT","jmilk",9.60786887751036E-5
"cmill","PRY","jbeef",1.02213971602988E-5
"cmill","PRY","jpork",1.10511604898242E-5
"cmill","PRY","jlamb",2.78862881603116E-7
"cmill","PRY","jpoul",1.07937485991136E-5
"cmill","PRY","jeggs",2.01571061237106E-5
"cmill","PRY","jmilk",3.30247755241173E-6
"cmill","RAP","jbeef",6.93996046268727E-5
"cmill","RAP","jpork",0.000451381464415823
"cmill","RAP","jlamb",0.000267187656904959
"cmill","RAP","jpoul",0.000215389972344439
"cmill","RAP","jeggs",0.000544053825030061
"cmill","RAP","jmilk",4.92183900521502E-5
"cmill","ROU","jbeef",0.00156945375884672
"cmill","ROU","jpork",0.00090525581169705
"cmill","ROU","jlamb",0.00162240411565515
"cmill","ROU","jpoul",0.00108836538329257
"cmill","ROU","jeggs",0.00104784507878159
"cmill","ROU","jmilk",6.61300995273947E-5
"cmill","RUS","jbeef",0.0589458714784148
"cmill","RUS","jpork",0.0886182664906193
"cmill","RUS","jlamb",0.0555955510928767
"cmill","RUS","jpoul",0.0478833243372565
"cmill","RUS","jeggs",0.0464710336042734
"cmill","RUS","jmilk",0.00411005182537218
"cmill","SAU","jbeef",6.93996046268727E-5
"cmill","SAU","jpork",0.000451381464415823
"cmill","SAU","jlamb",0.000267187656904959
"cmill","SAU","jpoul",0.000215389972344439
"cmill","SAU","jeggs",0.000544053825030061
"cmill","SAU","jmilk",4.92183900521502E-5
"cmill","SDN","jbeef",0.000120184066224946
"cmill","SDN","jpork",0.0207117207460989
"cmill","SDN","jpoul",0.0690675976946357
"cmill","SDN","jeggs",0.0573095898822952
"cmill","SDN","jmilk",0.00312478572184858
"cmill","SEN","jbeef",0.000814811076445203
"cmill","SEN","jpork",0.0689058566980493
"cmill","SEN","jpoul",0.142985763731526
"cmill","SEN","jeggs",0.108492094828679
"cmill","SEN","jmilk",0.00176542399896461
"cmill","SLB","jbeef",0.000154369143908813
"cmill","SLB","jpork",0.000331385415719634
"cmill","SLB","jlamb",1.08495542972417E-5
"cmill","SLB","jpoul",0.000344763021503612
"cmill","SLB","jeggs",0.000123189842239069
"cmill","SLB","jmilk",6.6414019266125E-5
"cmill","SLE","jbeef",0.000111088521120294
"cmill","SLE","jpork",0.00939438593607289
"cmill","SLE","jpoul",0.0194941839812596
"cmill","SLE","jeggs",0.0147914365871672
"cmill","SLE","jmilk",0.000240691795760638
"cmill","SLV","jbeef",0.000232027253887972
"cmill","SLV","jpork",0.000250863006349926
"cmill","SLV","jlamb",6.33022938204332E-6
"cmill","SLV","jpoul",0.000245019717689579
"cmill","SLV","jeggs",0.000457569342709725
"cmill","SLV","jmilk",7.49667374719605E-5
"cmill","SPP","jbeef",0.000857925829952405
"cmill","SPP","jpork",0.0010409328561907
"cmill","SPP","jlamb",0.00132751718178399
"cmill","SPP","jpoul",0.00133783690706547
"cmill","SPP","jeggs",0.00179845331368058
"cmill","SPP","jmilk",9.60786887751036E-5
"cmill","SVK","jbeef",0.00156945375884672
"cmill","SVK","jpork",0.00090525581169705
"cmill","SVK","jlamb",0.00162240411565515
"cmill","SVK","jpoul",0.00108836538329257
"cmill","SVK","jeggs",0.00104784507878159
"cmill","SVK","jmilk",6.61300995273947E-5
"cmill","SVN","jbeef",0.00073973342604163
"cmill","SVN","jpork",0.000426675828616212
"cmill","SVN","jlamb",0.000764690611706538
"cmill","SVN","jpoul",0.000512981188027949
"cmill","SVN","jeggs",0.000493882680976565
"cmill","SVN","jmilk",3.11692171955549E-5
"cmill","SWE","jbeef",0.000714532493848548
"cmill","SWE","jpork",0.000866951808298036
"cmill","SWE","jlamb",0.00110563655902461
"cmill","SWE","jpoul",0.00111423145007903
"cmill","SWE","jeggs",0.0014978606383324
"cmill","SWE","jmilk",8.00201400859814E-5
"cmill","TCD","jbeef",0.000667519461987231
"cmill","TCD","jpork",0.115035853949133
"cmill","TCD","jpoul",0.383611298086571
"cmill","TCD","jeggs",0.318305644055487
"cmill","TCD","jmilk",0.017355506011668
"cmill","THA","jpork",0.00165746052104059
"cmill","THA","jlamb",0.000277769626914721
"cmill","THA","jpoul",0.000903514390843487
"cmill","THA","jeggs",0.00173071844462249
"cmill","THA","jmilk",0.000246809433019987
"cmill","TUR","jbeef",0.00091911205546886
"cmill","TUR","jpork",0.00290961171482113
"cmill","TUR","jlamb",0.00219406360402226
"cmill","TUR","jpoul",0.00292871739225663
"cmill","TUR","jeggs",0.00291727498104526
"cmill","TUR","jmilk",0.000258286563949552
"cmill","TZA","jbeef",2.20393939501305E-5
"cmill","TZA","jpork",0.0825884964417484
"cmill","TZA","jpoul",0.0234829742538641
"cmill","TZA","jeggs",0.0169662009552348
"cmill","TZA","jmilk",0.00125349053091367
"cmill","UGA","jbeef",0.000150429570282872
"cmill","UGA","jpork",0.563706609090634
"cmill","UGA","jpoul",0.1602827071364
"cmill","UGA","jeggs",0.115802563573383
"cmill","UGA","jmilk",0.00855568180983834
"cmill","UKP","jbeef",0.00153551816529762
"cmill","UKP","jpork",0.00186306467730973
"cmill","UKP","jlamb",0.00237599414332484
"cmill","UKP","jpoul",0.00239446441788399
"cmill","UKP","jeggs",0.00321887701265438
"cmill","UKP","jmilk",0.000171961918806353
"cmill","UKR","jbeef",0.0556194104909738
"cmill","UKR","jpork",0.0836173190304798
"cmill","UKR","jlamb",0.0524581569523311
"cmill","UKR","jpoul",0.0451811501838862
"cmill","UKR","jeggs",0.0438485585020556
"cmill","UKR","jmilk",0.00387811145854824
"cmill","URY","jbeef",1.3414660146929E-5
"cmill","URY","jpork",1.45036495378512E-5
"cmill","URY","jlamb",3.65982333494392E-7
"cmill","URY","jpoul",1.41658196915487E-5
"cmill","URY","jeggs",2.64543803508026E-5
"cmill","URY","jmilk",4.33420336904022E-6
"cmill","USA","jbeef",0.0077424699452409
"cmill","USA","jpork",0.0051125589244559
"cmill","USA","jlamb",0.0108822650471673
"cmill","USA","jpoul",0.00420782457756192
"cmill","USA","jeggs",0.000869034197290568
"cmill","USA","jmilk",0.00092572471263303
"cmill","UZB","jbeef",0.00309459746533187
"cmill","UZB","jpork",0.00465237628224677
"cmill","UZB","jlamb",0.00291871431228409
"cmill","UZB","jpoul",0.00251383155434287
"cmill","UZB","jeggs",0.0024396681424113
"cmill","UZB","jmilk",0.000215763887726018
"cmill","VEN","jbeef",0.000149206648309315
"cmill","VEN","jpork",0.000161319102541045
"cmill","VEN","jlamb",4.07069554673892E-6
"cmill","VEN","jpoul",0.000157561537420978
"cmill","VEN","jeggs",0.000294242968663404
"cmill","VEN","jmilk",4.82078525063102E-5
"cmill","VUT","jbeef",0.000154369143908813
"cmill","VUT","jpork",0.000331385415719634
"cmill","VUT","jlamb",1.08495542972417E-5
"cmill","VUT","jpoul",0.000344763021503612
"cmill","VUT","jeggs",0.000123189842239069
"cmill","VUT","jmilk",6.6414019266125E-5
"cmill","YEM","jbeef",6.93996046268727E-5
"cmill","YEM","jpork",0.000451381464415823
"cmill","YEM","jlamb",0.000267187656904959
"cmill","YEM","jpoul",0.000215389972344439
"cmill","YEM","jeggs",0.000544053825030061
"cmill","YEM","jmilk",4.92183900521502E-5
"cmill","ZAF","jbeef",0.00282338130793068
"cmill","ZAF","jpork",0.00405504879985647
"cmill","ZAF","jlamb",0.000803437884392865
"cmill","ZAF","jpoul",0.00196726792372057
"cmill","ZAF","jeggs",0.00233304775935544
"cmill","ZAF","jmilk",0.000257298156674691
"cmill","ZMB","jpork",0.0846737525336667
"cmill","ZMB","jpoul",0.0314079441453293
"cmill","ZMB","jeggs",0.0353203524125675
"cmill","ZMB","jmilk",0.00274411968743794
"crice","AFG","jbeef",8.92132055616534E-7
"crice","AFG","jpork",8.92132055616534E-7
"crice","AFG","jlamb",8.92132055616534E-7
"crice","AFG","jpoul",8.92132055616534E-7
"crice","AFG","jeggs",8.92132055616534E-7
"crice","AFG","jmilk",8.92132055616534E-7
"crice","ALB","jbeef",0.000761487096607859
"crice","ALB","jpork",0.000761487096607859
"crice","ALB","jlamb",0.000761487096607859
"crice","ALB","jpoul",0.000761487096607859
"crice","ALB","jeggs",0.000761487096607859
"crice","ALB","jmilk",0.000761487096607859
"crice","ARM","jbeef",2.52563612576323E-6
"crice","ARM","jpork",2.52563612576323E-6
"crice","ARM","jlamb",2.52563612576323E-6
"crice","ARM","jpoul",2.52563612576323E-6
"crice","ARM","jeggs",2.52563612576323E-6
"crice","ARM","jmilk",2.52563612576323E-6
"crice","AUT","jbeef",0.00329321711921836
"crice","AUT","jpork",0.00329321711921836
"crice","AUT","jlamb",0.00329321711921836
"crice","AUT","jpoul",0.00329321711921836
"crice","AUT","jeggs",0.00329321711921836
"crice","AUT","jmilk",0.00329321711921836
"crice","AZE","jbeef",2.52563612576323E-6
"crice","AZE","jpork",2.52563612576323E-6
"crice","AZE","jlamb",2.52563612576323E-6
"crice","AZE","jpoul",2.52563612576323E-6
"crice","AZE","jeggs",2.52563612576323E-6
"crice","AZE","jmilk",2.52563612576323E-6
"crice","BGR","jbeef",0.000424312872710156
"crice","BGR","jpork",0.000424312872710156
"crice","BGR","jlamb",0.000424312872710156
"crice","BGR","jpoul",0.000424312872710156
"crice","BGR","jeggs",0.000424312872710156
"crice","BGR","jmilk",0.000424312872710156
"crice","BLR","jbeef",5.0573147681507E-5
"crice","BLR","jpork",5.0573147681507E-5
"crice","BLR","jlamb",5.0573147681507E-5
"crice","BLR","jpoul",5.0573147681507E-5
"crice","BLR","jeggs",5.0573147681507E-5
"crice","BLR","jmilk",5.0573147681507E-5
"crice","BLT","jbeef",5.0573147681507E-5
"crice","BLT","jpork",5.0573147681507E-5
"crice","BLT","jlamb",5.0573147681507E-5
"crice","BLT","jpoul",5.0573147681507E-5
"crice","BLT","jeggs",5.0573147681507E-5
"crice","BLT","jmilk",5.0573147681507E-5
"crice","BLX","jbeef",0.000500642655383169
"crice","BLX","jpork",0.000500642655383169
"crice","BLX","jlamb",0.000500642655383169
"crice","BLX","jpoul",0.000500642655383169
"crice","BLX","jeggs",0.000500642655383169
"crice","BLX","jmilk",0.000500642655383169
"crice","BLZ","jbeef",0.00272357220116751
"crice","BLZ","jpork",0.00272357220116751
"crice","BLZ","jlamb",0.00272357220116751
"crice","BLZ","jpoul",0.00272357220116751
"crice","BLZ","jeggs",0.00272357220116751
"crice","BLZ","jmilk",0.00272357220116751
"crice","BOL","jbeef",0.000427776251792318
"crice","BOL","jpork",0.000427776251792318
"crice","BOL","jlamb",0.000427776251792318
"crice","BOL","jpoul",0.000427776251792318
"crice","BOL","jeggs",0.000427776251792318
"crice","BOL","jmilk",0.000427776251792318
"crice","BTN","jbeef",0.0405150142110641
"crice","BTN","jpork",0.0405150142110641
"crice","BTN","jlamb",0.0405150142110641
"crice","BTN","jpoul",0.0405150142110641
"crice","BTN","jeggs",0.0405150142110641
"crice","BTN","jmilk",0.0405150142110641
"crice","CHM","jbeef",0.0207487255384985
"crice","CHM","jpork",0.0207487255384985
"crice","CHM","jlamb",0.0207487255384985
"crice","CHM","jpoul",0.0207487255384985
"crice","CHM","jeggs",0.0207487255384985
"crice","CHM","jmilk",0.0207487255384985
"crice","CHP","jbeef",0.00329321711921836
"crice","CHP","jpork",0.00329321711921836
"crice","CHP","jlamb",0.00329321711921836
"crice","CHP","jpoul",0.00329321711921836
"crice","CHP","jeggs",0.00329321711921836
"crice","CHP","jmilk",0.00329321711921836
"crice","COL","jbeef",0.0398428194577943
"crice","COL","jpork",0.0398428194577943
"crice","COL","jlamb",0.0398428194577943
"crice","COL","jpoul",0.0398428194577943
"crice","COL","jeggs",0.0398428194577943
"crice","COL","jmilk",0.0398428194577943
"crice","CRB","jbeef",0.00311037128420056
"crice","CRB","jpork",0.00311037128420056
"crice","CRB","jlamb",0.00311037128420056
"crice","CRB","jpoul",0.00311037128420056
"crice","CRB","jeggs",0.00311037128420056
"crice","CRB","jmilk",0.00311037128420056
"crice","CRI","jbeef",0.00272357220116751
"crice","CRI","jpork",0.00272357220116751
"crice","CRI","jlamb",0.00272357220116751
"crice","CRI","jpoul",0.00272357220116751
"crice","CRI","jeggs",0.00272357220116751
"crice","CRI","jmilk",0.00272357220116751
"crice","CUB","jbeef",0.00272357220116751
"crice","CUB","jpork",0.00272357220116751
"crice","CUB","jlamb",0.00272357220116751
"crice","CUB","jpoul",0.00272357220116751
"crice","CUB","jeggs",0.00272357220116751
