"CTY","JJJ","Val"
"DJI","jocer",-0.17
"DJI","jbean",-0.0969
"DJI","jchkp",-0.0969
"DJI","jcowp",-0.0969
"DJI","jlent",-0.0969
"DJI","jpigp",-0.0969
"DJI","jopul",-0.0969
"DJI","jbana",-0.13
"DJI","jplnt",-0.13
"DJI","jsubf",-0.13
"DJI","jtemf",-0.13
"DJI","jvege",-0.13
"DJI","jsugr",0.3
"DJI","jgrnd",-0.0969
"DJI","jgdnt",-0.0969
"DJI","jgdol",-0.03
"DJI","jgdml",-0.03
"DJI","jrpol",-0.03
"DJI","jrpml",-0.03
"DJI","jsbol",-0.03
"DJI","jsbml",-0.03
"DJI","jsfol",-0.03
"DJI","jsfml",-0.03
"DJI","jplol",-0.03
"DJI","jpkol",-0.03
"DJI","jpkml",-0.03
"DJI","jtool",-0.03
"DJI","jtoml",-0.03
"DJI","jcoco",-0.13
"DJI","jcafe",-0.13
"DJI","jcott",-0.2688
"DJI","jteas",-0.13
"DJI","jothr",-0.0969
"DJI","Shrimp",-0.172164591820478
"DJI","Crust",-0.172164591820478
"DJI","Salmon",-0.173099524340562
"DJI","Tuna",-0.174034456860647
"DJI","Cobswf",-0.174501923120689
"DJI","Eelstg",-0.174969389380732
"DJI","Tilapia",-0.175436855640774
"DJI","Pangas",-0.175904321900816
"DJI","Carp",-0.176371788160859
"DJI","Mullet",-0.176839254420901
"DJI","OFrshD",-0.177306720680943
"DJI","OCarp",-0.177774186940986
"DJI","OPelag",-0.178241653201028
"DJI","OMarn",-0.17870911946107
"DNK","jbeef",0.13197405604212
"DNK","jpork",0.01713498502693
"DNK","jlamb",0.14140443815786
"DNK","jpoul",0.40014588781909
"DNK","jeggs",0.00805424075428007
"DNK","jmilk",0.00859085347854993
"DNK","jbarl",7.15169784992753E-6
"DNK","jmaiz",7.69392840993532E-6
"DNK","jmill",0.58
"DNK","jrice",0.01071406139431
"DNK","jwhea",6.79887847621075E-6
"DNK","jocer",1.04671390899203E-5
"DNK","jpota",0.10451378489025
"DNK","jtemf",0.0698634573396599
"DNK","jsugc",0.00257735710249007
"DNK","jsugb",0.00257735710249007
"DNK","jsugr",0.00257735710249007
"DNK","jsugrc",0.00257735710249007
"DNK","jsugrb",0.00257735710249007
"DNK","jgdol",0.48
"DNK","jgdml",0.48
"DNK","jrpsd",0.000331113845019937
"DNK","jrpnt",0.000331113845019937
"DNK","jrpol",0.48
"DNK","jrpml",0.48
"DNK","jsoyb",0.000278732293869988
"DNK","jsbnt",0.000278732293869988
"DNK","jsbol",0.48
"DNK","jsbml",0.48
"DNK","jsnfl",0.000346721511260029
"DNK","jsfnt",0.000346721511260029
"DNK","jsfol",0.48
"DNK","jsfml",0.48
"DNK","jpalm",0.5
"DNK","jpkrl",0.5
"DNK","jpkol",0.48
"DNK","jpkml",0.48
"DNK","jtool",0.48
"DNK","jtoml",0.48
"DNK","Shrimp",-0.428940576708617
"DNK","Crust",-0.428940576708617
"DNK","Salmon",-0.430810441748787
"DNK","Tuna",-0.432680306788956
"DNK","Cobswf",-0.433615239309041
"DNK","Eelstg",-0.434550171829125
"DNK","Tilapia",-0.43548510434921
"DNK","Pangas",-0.436420036869295
"DNK","Carp",-0.437354969389379
"DNK","Mullet",-0.438289901909464
"DNK","OFrshD",-0.439224834429549
"DNK","OCarp",-0.440159766949633
"DNK","OPelag",-0.441094699469718
"DNK","OMarn",-0.442029631989803
"DOM","jbeef",-0.22
"DOM","jpork",-0.07
"DOM","jlamb",-0.09
"DOM","jpoul",-0.07
"DOM","jmilk",-0.42
"DOM","jmaiz",-0.04
"DOM","jrice",-0.01
"DOM","jwhea",-0.45
"DOM","jbean",0.1864
"DOM","jchkp",0.1864
"DOM","jcowp",0.1864
"DOM","jlent",0.1864
"DOM","jpigp",0.1864
"DOM","jopul",0.1864
"DOM","jbana",0.25
"DOM","jplnt",0.25
"DOM","jsubf",0.25
"DOM","jtemf",0.25
"DOM","jvege",0.25
"DOM","jsugr",0.2
"DOM","jgrnd",0.1864
"DOM","jgdnt",0.1864
"DOM","jgdol",0.28
"DOM","jgdml",0.28
"DOM","jrpsd",0.16
"DOM","jrpnt",0.16
"DOM","jrpol",0.28
"DOM","jrpml",0.28
"DOM","jsoyb",0.16
"DOM","jsbnt",0.16
"DOM","jsbol",0.28
"DOM","jsbml",0.28
"DOM","jsnfl",0.16
"DOM","jsfnt",0.16
"DOM","jsfol",0.28
"DOM","jsfml",0.28
"DOM","jpalm",0.16
"DOM","jplol",0.28
"DOM","jpkrl",0.16
"DOM","jpkol",0.28
"DOM","jpkml",0.28
"DOM","jtols",0.16
"DOM","jtont",0.16
"DOM","jtool",0.28
"DOM","jtoml",0.28
"DOM","jcoco",0.25
"DOM","jcafe",0.25
"DOM","jcott",0.5169
"DOM","jteas",0.25
"DOM","jothr",0.1864
"DOM","Shrimp",-0.0978374564737469
"DOM","Crust",-0.0978374564737469
"DOM","Salmon",-0.0987723889938319
"DOM","Tuna",-0.099707321513917
"DOM","Cobswf",-0.100174787773959
"DOM","Eelstg",-0.100642254034001
"DOM","Tilapia",-0.101109720294044
"DOM","Pangas",-0.101577186554086
"DOM","Carp",-0.102044652814128
"DOM","Mullet",-0.102512119074171
"DOM","OFrshD",-0.102979585334213
"DOM","OCarp",-0.103447051594255
"DOM","OPelag",-0.103914517854298
"DOM","OMarn",-0.10438198411434
"DZA","jbeef",0.07
"DZA","jpork",0.02
"DZA","jlamb",0.07
"DZA","jpoul",0.02
"DZA","jeggs",0.1
"DZA","jmilk",-0.11
"DZA","jbarl",0.07
"DZA","jmaiz",0.13
"DZA","jmill",0.07
"DZA","jrice",0.07
"DZA","jsorg",0.07
"DZA","jwhea",0.07
"DZA","jocer",0.07
"DZA","jbean",0.0746
"DZA","jchkp",0.0746
"DZA","jcowp",0.0746
"DZA","jlent",0.0746
"DZA","jpigp",0.0746
"DZA","jopul",0.0746
"DZA","jbana",0.1
"DZA","jplnt",0.1
"DZA","jsubf",0.1
"DZA","jtemf",0.1
"DZA","jvege",0.1
"DZA","jsugr",0.2
"DZA","jgrnd",0.0746
"DZA","jgdnt",0.0746
"DZA","jgdol",0.18
"DZA","jgdml",0.18
"DZA","jrpol",0.18
"DZA","jrpml",0.18
"DZA","jsbol",0.18
"DZA","jsbml",0.18
"DZA","jsfol",0.18
"DZA","jsfml",0.18
"DZA","jplol",0.18
"DZA","jpkol",0.18
"DZA","jpkml",0.18
"DZA","jtool",0.18
"DZA","jtoml",0.18
"DZA","jcoco",0.1
"DZA","jcafe",0.1
"DZA","jcott",0.2068
"DZA","jteas",0.1
"DZA","jothr",0.0746
"DZA","Shrimp",-0.144116616217938
"DZA","Crust",-0.144116616217938
"DZA","Salmon",-0.145051548738023
"DZA","Tuna",-0.145986481258107
"DZA","Cobswf",-0.14645394751815
"DZA","Eelstg",-0.146921413778192
"DZA","Tilapia",-0.147388880038234
"DZA","Pangas",-0.147856346298277
"DZA","Carp",-0.148323812558319
"DZA","Mullet",-0.148791278818361
"DZA","OFrshD",-0.149258745078404
"DZA","OCarp",-0.149726211338446
"DZA","OPelag",-0.150193677598488
"DZA","OMarn",-0.150661143858531
"ECU","jbeef",-0.22
"ECU","jpork",-0.07
"ECU","jlamb",-0.09
"ECU","jpoul",-0.07
"ECU","jmilk",-0.42
"ECU","jmaiz",-0.04
"ECU","jrice",-0.01
"ECU","jwhea",-0.45
"ECU","jbean",0.1864
"ECU","jchkp",0.1864
"ECU","jcowp",0.1864
"ECU","jlent",0.1864
"ECU","jpigp",0.1864
"ECU","jopul",0.1864
"ECU","jbana",0.25
"ECU","jplnt",0.25
"ECU","jsubf",0.25
"ECU","jtemf",0.25
"ECU","jvege",0.25
"ECU","jsugr",0.2
"ECU","jgrnd",0.1864
"ECU","jgdnt",0.1864
"ECU","jgdol",0.28
"ECU","jgdml",0.28
"ECU","jrpsd",0.16
"ECU","jrpnt",0.16
"ECU","jrpol",0.28
"ECU","jrpml",0.28
"ECU","jsoyb",0.16
"ECU","jsbnt",0.16
"ECU","jsbol",0.28
"ECU","jsbml",0.28
"ECU","jsnfl",0.16
"ECU","jsfnt",0.16
"ECU","jsfol",0.28
"ECU","jsfml",0.28
"ECU","jpalm",0.16
"ECU","jplol",0.28
"ECU","jpkrl",0.16
"ECU","jpkol",0.28
"ECU","jpkml",0.28
"ECU","jtols",0.16
"ECU","jtont",0.16
"ECU","jtool",0.28
"ECU","jtoml",0.28
"ECU","jcoco",0.25
"ECU","jcafe",0.25
"ECU","jcott",0.5169
"ECU","jteas",0.25
"ECU","jothr",0.1864
"ECU","Shrimp",-0.0884881312729009
"ECU","Crust",-0.0884881312729009
"ECU","Salmon",-0.089423063792985
"ECU","Tuna",-0.09035799631307
"ECU","Cobswf",-0.0908254625731119
"ECU","Eelstg",-0.091292928833155
"ECU","Tilapia",-0.0917603950931969
"ECU","Pangas",-0.092227861353239
"ECU","Carp",-0.0926953276132819
"ECU","Mullet",-0.093162793873324
"ECU","OFrshD",-0.093630260133366
"ECU","OCarp",-0.094097726393409
"ECU","OPelag",-0.094565192653451
"ECU","OMarn",-0.0950326589134929
"EGY","jbarl",-0.23
"EGY","jmaiz",0.03
"EGY","jmill",-0.23
"EGY","jrice",-0.23
"EGY","jsorg",-0.23
"EGY","jwhea",0.74
"EGY","jocer",-0.23
"EGY","jbean",0.0895
"EGY","jchkp",0.0895
"EGY","jcowp",0.0895
"EGY","jlent",0.0895
"EGY","jpigp",0.0895
"EGY","jopul",0.0895
"EGY","jbana",0.12
"EGY","jplnt",0.12
"EGY","jsubf",0.12
"EGY","jtemf",0.12
"EGY","jvege",0.12
"EGY","jsugr",0.2
"EGY","jgrnd",0.0895
"EGY","jgdnt",0.0895
"EGY","jgdol",0.04
"EGY","jgdml",0.04
"EGY","jrpol",0.04
"EGY","jrpml",0.04
"EGY","jsbol",0.04
"EGY","jsbml",0.04
"EGY","jsfol",0.04
"EGY","jsfml",0.04
"EGY","jplol",0.04
"EGY","jpkol",0.04
"EGY","jpkml",0.04
"EGY","jtool",0.04
"EGY","jtoml",0.04
"EGY","jcoco",0.12
"EGY","jcafe",0.12
"EGY","jcott",0.2481
"EGY","jteas",0.12
"EGY","jothr",0.0895
"EGY","Shrimp",-0.144116616217938
"EGY","Crust",-0.144116616217938
"EGY","Salmon",-0.145051548738023
"EGY","Tuna",-0.145986481258107
"EGY","Cobswf",-0.14645394751815
"EGY","Eelstg",-0.146921413778192
"EGY","Tilapia",-0.147388880038234
"EGY","Pangas",-0.147856346298277
"EGY","Carp",-0.148323812558319
"EGY","Mullet",-0.148791278818361
"EGY","OFrshD",-0.149258745078404
"EGY","OCarp",-0.149726211338446
"EGY","OPelag",-0.150193677598488
"EGY","OMarn",-0.150661143858531
"ERI","jbeef",0.28
"ERI","jpork",0.08
"ERI","jlamb",0.16
"ERI","jpoul",0.08
"ERI","jbarl",-0.17
"ERI","jmaiz",-0.17
"ERI","jmill",-0.17
"ERI","jrice",-0.34
"ERI","jsorg",-0.17
"ERI","jwhea",-0.29
"ERI","jocer",-0.17
"ERI","jbean",-0.1044
"ERI","jchkp",-0.1044
"ERI","jcowp",-0.1044
"ERI","jlent",-0.1044
"ERI","jpigp",-0.1044
"ERI","jopul",-0.1044
"ERI","jbana",-0.14
"ERI","jplnt",-0.14
"ERI","jsubf",-0.14
"ERI","jtemf",-0.14
"ERI","jvege",-0.14
"ERI","jsugr",0.3
"ERI","jgrnd",-0.1044
"ERI","jgdnt",-0.1044
"ERI","jgdol",-0.03
"ERI","jgdml",-0.03
"ERI","jrpol",-0.03
"ERI","jrpml",-0.03
"ERI","jsbol",-0.03
"ERI","jsbml",-0.03
"ERI","jsfol",-0.03
"ERI","jsfml",-0.03
"ERI","jplol",-0.03
"ERI","jpkol",-0.03
"ERI","jpkml",-0.03
"ERI","jtool",-0.03
"ERI","jtoml",-0.03
"ERI","jcoco",-0.14
"ERI","jcafe",-0.14
"ERI","jcott",-0.2895
"ERI","jteas",-0.14
"ERI","jothr",-0.1044
"ERI","Shrimp",-0.172164591820478
"ERI","Crust",-0.172164591820478
"ERI","Salmon",-0.173099524340562
"ERI","Tuna",-0.174034456860647
"ERI","Cobswf",-0.174501923120689
"ERI","Eelstg",-0.174969389380732
"ERI","Tilapia",-0.175436855640774
"ERI","Pangas",-0.175904321900816
"ERI","Carp",-0.176371788160859
"ERI","Mullet",-0.176839254420901
"ERI","OFrshD",-0.177306720680943
"ERI","OCarp",-0.177774186940986
"ERI","OPelag",-0.178241653201028
"ERI","OMarn",-0.17870911946107
"ETH","jbeef",0.28
"ETH","jpork",0.08
"ETH","jlamb",0.16
"ETH","jpoul",0.08
"ETH","jbarl",-0.17
"ETH","jmaiz",-0.17
"ETH","jmill",-0.17
"ETH","jrice",-0.34
"ETH","jsorg",-0.17
"ETH","jwhea",-0.29
"ETH","jocer",-0.17
"ETH","jbean",-0.1044
"ETH","jchkp",-0.1044
"ETH","jcowp",-0.1044
"ETH","jlent",-0.1044
"ETH","jpigp",-0.1044
"ETH","jopul",-0.1044
"ETH","jbana",-0.14
"ETH","jplnt",-0.14
"ETH","jsubf",-0.14
"ETH","jtemf",-0.14
"ETH","jvege",-0.14
"ETH","jsugr",0.3
"ETH","jgrnd",-0.1044
"ETH","jgdnt",-0.1044
"ETH","jgdol",-0.03
"ETH","jgdml",-0.03
"ETH","jrpol",-0.03
"ETH","jrpml",-0.03
"ETH","jsbol",-0.03
"ETH","jsbml",-0.03
"ETH","jsfol",-0.03
"ETH","jsfml",-0.03
"ETH","jplol",-0.03
"ETH","jpkol",-0.03
"ETH","jpkml",-0.03
"ETH","jtool",-0.03
"ETH","jtoml",-0.03
"ETH","jcoco",-0.14
"ETH","jcafe",-0.14
"ETH","jcott",-0.2895
"ETH","jteas",-0.14
"ETH","jothr",-0.1044
"ETH","Shrimp",-0.172164591820478
"ETH","Crust",-0.172164591820478
"ETH","Salmon",-0.173099524340562
"ETH","Tuna",-0.174034456860647
"ETH","Cobswf",-0.174501923120689
"ETH","Eelstg",-0.174969389380732
"ETH","Tilapia",-0.175436855640774
"ETH","Pangas",-0.175904321900816
"ETH","Carp",-0.176371788160859
"ETH","Mullet",-0.176839254420901
"ETH","OFrshD",-0.177306720680943
"ETH","OCarp",-0.177774186940986
"ETH","OPelag",-0.178241653201028
"ETH","OMarn",-0.17870911946107
"FJI","jmaiz",-0.01
"FJI","jrice",-0.02
"FJI","jwhea",-0.01
"FJI","jbean",0.1119
"FJI","jchkp",0.1119
"FJI","jcowp",0.1119
"FJI","jlent",0.1119
"FJI","jpigp",0.1119
"FJI","jopul",0.1119
"FJI","jbana",0.15
"FJI","jplnt",0.15
"FJI","jsubf",0.15
"FJI","jtemf",0.15
"FJI","jvege",0.15
"FJI","jsugr",0.2
"FJI","jgrnd",0.1119
"FJI","jgdnt",0.1119
"FJI","jcoco",0.15
"FJI","jcafe",0.15
"FJI","jcott",0.3102
"FJI","jteas",0.15
"FJI","jothr",0.1119
"FJI","Shrimp",-0.181513917021324
"FJI","Crust",-0.181513917021324
"FJI","Salmon",-0.182448849541409
"FJI","Tuna",-0.183383782061494
"FJI","Cobswf",-0.183851248321536
"FJI","Eelstg",-0.184318714581578
"FJI","Tilapia",-0.184786180841621
"FJI","Pangas",-0.185253647101663
"FJI","Carp",-0.185721113361705
"FJI","Mullet",-0.186188579621748
"FJI","OFrshD",-0.18665604588179
"FJI","OCarp",-0.187123512141832
"FJI","OPelag",-0.187590978401875
"FJI","OMarn",-0.188058444661917
"FNP","jbeef",0.13197405604212
"FNP","jpork",0.01713498502693
"FNP","jlamb",0.14140443815786
"FNP","jpoul",0.40014588781909
"FNP","jeggs",0.00805424075428007
"FNP","jmilk",0.00859085347854993
"FNP","jbarl",7.15169784992753E-6
"FNP","jmaiz",7.69392840993532E-6
"FNP","jmill",0.58
"FNP","jrice",0.01071406139431
"FNP","jwhea",6.79887847621075E-6
"FNP","jocer",1.04671390899203E-5
"FNP","jpota",0.10451378489025
"FNP","jtemf",0.0698634573396599
"FNP","jsugc",0.00257735710249007
"FNP","jsugb",0.00257735710249007
"FNP","jsugr",0.00257735710249007
"FNP","jsugrc",0.00257735710249007
"FNP","jsugrb",0.00257735710249007
"FNP","jgdol",0.48
"FNP","jgdml",0.48
"FNP","jrpsd",0.000331113845019937
"FNP","jrpnt",0.000331113845019937
"FNP","jrpol",0.48
"FNP","jrpml",0.48
"FNP","jsoyb",0.000278732293869988
"FNP","jsbnt",0.000278732293869988
"FNP","jsbol",0.48
"FNP","jsbml",0.48
"FNP","jsnfl",0.000346721511260029
"FNP","jsfnt",0.000346721511260029
"FNP","jsfol",0.48
"FNP","jsfml",0.48
"FNP","jpalm",0.5
"FNP","jpkrl",0.5
"FNP","jpkol",0.48
"FNP","jpkml",0.48
"FNP","jtool",0.48
"FNP","jtoml",0.48
"FNP","Shrimp",-0.428940576708617
"FNP","Crust",-0.428940576708617
"FNP","Salmon",-0.430810441748787
"FNP","Tuna",-0.432680306788956
"FNP","Cobswf",-0.433615239309041
"FNP","Eelstg",-0.434550171829125
"FNP","Tilapia",-0.43548510434921
"FNP","Pangas",-0.436420036869295
"FNP","Carp",-0.437354969389379
"FNP","Mullet",-0.438289901909464
"FNP","OFrshD",-0.439224834429549
"FNP","OCarp",-0.440159766949633
"FNP","OPelag",-0.441094699469718
"FNP","OMarn",-0.442029631989803
"FRP","jbeef",0.13197405604212
"FRP","jpork",0.01713498502693
"FRP","jlamb",0.14140443815786
"FRP","jpoul",0.40014588781909
"FRP","jeggs",0.00805424075428007
"FRP","jmilk",0.00859085347854993
"FRP","jbarl",7.15169784992753E-6
"FRP","jmaiz",7.69392840993532E-6
"FRP","jmill",0.58
"FRP","jrice",0.01071406139431
"FRP","jwhea",6.79887847621075E-6
"FRP","jocer",1.04671390899203E-5
"FRP","jpota",0.10451378489025
"FRP","jtemf",0.0698634573396599
"FRP","jsugc",0.00257735710249007
"FRP","jsugb",0.00257735710249007
"FRP","jsugr",0.00257735710249007
"FRP","jsugrc",0.00257735710249007
"FRP","jsugrb",0.00257735710249007
"FRP","jgdol",0.48
"FRP","jgdml",0.48
"FRP","jrpsd",0.000331113845019937
"FRP","jrpnt",0.000331113845019937
"FRP","jrpol",0.48
"FRP","jrpml",0.48
"FRP","jsoyb",0.000278732293869988
"FRP","jsbnt",0.000278732293869988
"FRP","jsbol",0.48
"FRP","jsbml",0.48
"FRP","jsnfl",0.000346721511260029
"FRP","jsfnt",0.000346721511260029
"FRP","jsfol",0.48
"FRP","jsfml",0.48
"FRP","jpalm",0.5
"FRP","jpkrl",0.5
"FRP","jpkol",0.48
"FRP","jpkml",0.48
"FRP","jtool",0.48
"FRP","jtoml",0.48
"FRP","Shrimp",-0.116536106875441
"FRP","Crust",-0.116536106875441
"FRP","Salmon",-0.117471039395525
"FRP","Tuna",-0.11840597191561
"FRP","Cobswf",-0.118873438175652
"FRP","Eelstg",-0.119340904435694
"FRP","Tilapia",-0.119808370695737
"FRP","Pangas",-0.120275836955779
"FRP","Carp",-0.120743303215821
"FRP","Mullet",-0.121210769475864
"FRP","OFrshD",-0.121678235735906
"FRP","OCarp",-0.122145701995948
"FRP","OPelag",-0.122613168255991
"FRP","OMarn",-0.123080634516033
"GAB","jbeef",0.43
"GAB","jpork",0.28
"GAB","jlamb",0.28
"GAB","jpoul",0.1
"GAB","jeggs",0.1
"GAB","jbarl",-0.23
"GAB","jmaiz",-0.23
"GAB","jmill",-0.23
"GAB","jrice",0.41
"GAB","jsorg",-0.23
"GAB","jwhea",-0.2
"GAB","jocer",-0.23
"GAB","jbean",-0.0969
"GAB","jchkp",-0.0969
"GAB","jcowp",-0.0969
"GAB","jlent",-0.0969
"GAB","jpigp",-0.0969
"GAB","jopul",-0.0969
"GAB","jbana",-0.13
"GAB","jplnt",-0.13
"GAB","jsubf",-0.13
"GAB","jtemf",-0.13
"GAB","jvege",-0.13
"GAB","jsugr",0.3
"GAB","jgrnd",-0.0969
"GAB","jgdnt",-0.0969
"GAB","jgdol",-0.07
"GAB","jgdml",-0.07
"GAB","jrpol",-0.07
"GAB","jrpml",-0.07
"GAB","jsbol",-0.07
"GAB","jsbml",-0.07
"GAB","jsfol",-0.07
"GAB","jsfml",-0.07
"GAB","jplol",-0.07
"GAB","jpkol",-0.07
"GAB","jpkml",-0.07
"GAB","jtool",-0.07
"GAB","jtoml",-0.07
"GAB","jcoco",-0.13
"GAB","jcafe",-0.13
"GAB","jcott",-0.2688
"GAB","jteas",-0.13
"GAB","jothr",-0.0969
"GAB","Shrimp",-0.153465941418785
"GAB","Crust",-0.153465941418785
"GAB","Salmon",-0.154400873938869
"GAB","Tuna",-0.155335806458954
"GAB","Cobswf",-0.155803272718996
"GAB","Eelstg",-0.156270738979039
"GAB","Tilapia",-0.156738205239081
"GAB","Pangas",-0.157205671499123
"GAB","Carp",-0.157673137759166
"GAB","Mullet",-0.158140604019208
"GAB","OFrshD",-0.15860807027925
"GAB","OCarp",-0.159075536539293
"GAB","OPelag",-0.159543002799335
"GAB","OMarn",-0.160010469059377
"GEO","jbeef",0.39
"GEO","jpork",0.38
"GEO","jlamb",0.38
"GEO","jpoul",0.38
"GEO","jeggs",0.23
"GEO","jmilk",0.45
"GEO","jrice",-0.03
"GEO","jwhea",-0.15
"GEO","jgdol",-0.04
"GEO","jgdml",-0.04
"GEO","jrpol",-0.04
"GEO","jrpml",-0.04
"GEO","jsbol",-0.04
"GEO","jsbml",-0.04
"GEO","jsfol",-0.04
"GEO","jsfml",-0.04
"GEO","jplol",-0.04
"GEO","jpkol",-0.04
"GEO","jpkml",-0.04
"GEO","jtool",-0.04
"GEO","jtoml",-0.04
"GEO","Shrimp",-0.125885432076287
"GEO","Crust",-0.125885432076287
"GEO","Salmon",-0.126820364596372
"GEO","Tuna",-0.127755297116456
"GEO","Cobswf",-0.128222763376499
"GEO","Eelstg",-0.128690229636541
"GEO","Tilapia",-0.129157695896583
"GEO","Pangas",-0.129625162156626
"GEO","Carp",-0.130092628416668
"GEO","Mullet",-0.13056009467671
"GEO","OFrshD",-0.131027560936753
"GEO","OCarp",-0.131495027196795
"GEO","OPelag",-0.131962493456837
"GEO","OMarn",-0.13242995971688
"GHA","jbeef",0.43
"GHA","jpork",0.28
"GHA","jlamb",0.28
"GHA","jpoul",0.1
"GHA","jeggs",0.1
"GHA","jbarl",-0.23
"GHA","jmaiz",-0.23
"GHA","jmill",-0.23
"GHA","jrice",0.41
"GHA","jsorg",-0.23
"GHA","jwhea",-0.2
"GHA","jocer",-0.23
"GHA","jbean",-0.0969
"GHA","jchkp",-0.0969
"GHA","jcowp",-0.0969
"GHA","jlent",-0.0969
"GHA","jpigp",-0.0969
"GHA","jopul",-0.0969
"GHA","jbana",-0.13
"GHA","jplnt",-0.13
"GHA","jsubf",-0.13
"GHA","jtemf",-0.13
"GHA","jvege",-0.13
"GHA","jsugr",0.3
"GHA","jgrnd",-0.0969
"GHA","jgdnt",-0.0969
"GHA","jgdol",-0.07
"GHA","jgdml",-0.07
"GHA","jrpol",-0.07
"GHA","jrpml",-0.07
"GHA","jsbol",-0.07
"GHA","jsbml",-0.07
"GHA","jsfol",-0.07
"GHA","jsfml",-0.07
"GHA","jplol",-0.07
"GHA","jpkol",-0.07
"GHA","jpkml",-0.07
"GHA","jtool",-0.07
"GHA","jtoml",-0.07
"GHA","jcoco",-0.13
"GHA","jcafe",-0.13
"GHA","jcott",-0.2688
"GHA","jteas",-0.13
"GHA","jothr",-0.0969
"GHA","Shrimp",-0.153465941418785
"GHA","Crust",-0.153465941418785
"GHA","Salmon",-0.154400873938869
"GHA","Tuna",-0.155335806458954
"GHA","Cobswf",-0.155803272718996
"GHA","Eelstg",-0.156270738979039
"GHA","Tilapia",-0.156738205239081
"GHA","Pangas",-0.157205671499123
"GHA","Carp",-0.157673137759166
"GHA","Mullet",-0.158140604019208
"GHA","OFrshD",-0.15860807027925
"GHA","OCarp",-0.159075536539293
"GHA","OPelag",-0.159543002799335
"GHA","OMarn",-0.160010469059377
"GIN","jbeef",0.43
"GIN","jpork",0.28
"GIN","jlamb",0.28
"GIN","jpoul",0.1
"GIN","jeggs",0.1
"GIN","jbarl",-0.23
"GIN","jmaiz",-0.23
"GIN","jmill",-0.23
"GIN","jrice",0.41
"GIN","jsorg",-0.23
"GIN","jwhea",-0.2
"GIN","jocer",-0.23
"GIN","jbean",-0.0969
"GIN","jchkp",-0.0969
"GIN","jcowp",-0.0969
"GIN","jlent",-0.0969
"GIN","jpigp",-0.0969
"GIN","jopul",-0.0969
"GIN","jbana",-0.13
"GIN","jplnt",-0.13
"GIN","jsubf",-0.13
"GIN","jtemf",-0.13
"GIN","jvege",-0.13
"GIN","jsugr",0.3
"GIN","jgrnd",-0.0969
"GIN","jgdnt",-0.0969
"GIN","jgdol",-0.07
"GIN","jgdml",-0.07
"GIN","jrpol",-0.07
"GIN","jrpml",-0.07
"GIN","jsbol",-0.07
"GIN","jsbml",-0.07
"GIN","jsfol",-0.07
"GIN","jsfml",-0.07
"GIN","jplol",-0.07
"GIN","jpkol",-0.07
"GIN","jpkml",-0.07
"GIN","jtool",-0.07
"GIN","jtoml",-0.07
"GIN","jcoco",-0.13
"GIN","jcafe",-0.13
"GIN","jcott",-0.2688
"GIN","jteas",-0.13
"GIN","jothr",-0.0969
"GIN","Shrimp",-0.153465941418785
"GIN","Crust",-0.153465941418785
"GIN","Salmon",-0.154400873938869
"GIN","Tuna",-0.155335806458954
"GIN","Cobswf",-0.155803272718996
"GIN","Eelstg",-0.156270738979039
"GIN","Tilapia",-0.156738205239081
"GIN","Pangas",-0.157205671499123
"GIN","Carp",-0.157673137759166
"GIN","Mullet",-0.158140604019208
"GIN","OFrshD",-0.15860807027925
"GIN","OCarp",-0.159075536539293
"GIN","OPelag",-0.159543002799335
"GIN","OMarn",-0.160010469059377
"GMB","jbeef",0.43
"GMB","jpork",0.28
"GMB","jlamb",0.28
"GMB","jpoul",0.1
"GMB","jeggs",0.1
"GMB","jbarl",-0.23
"GMB","jmaiz",-0.23
"GMB","jmill",-0.23
"GMB","jrice",0.41
"GMB","jsorg",-0.23
"GMB","jwhea",-0.2
"GMB","jocer",-0.23
"GMB","jbean",-0.0969
"GMB","jchkp",-0.0969
"GMB","jcowp",-0.0969
"GMB","jlent",-0.0969
"GMB","jpigp",-0.0969
"GMB","jopul",-0.0969
"GMB","jbana",-0.13
"GMB","jplnt",-0.13
"GMB","jsubf",-0.13
"GMB","jtemf",-0.13
"GMB","jvege",-0.13
"GMB","jsugr",0.3
"GMB","jgrnd",-0.0969
"GMB","jgdnt",-0.0969
"GMB","jgdol",-0.07
"GMB","jgdml",-0.07
"GMB","jrpol",-0.07
"GMB","jrpml",-0.07
"GMB","jsbol",-0.07
"GMB","jsbml",-0.07
"GMB","jsfol",-0.07
"GMB","jsfml",-0.07
"GMB","jplol",-0.07
"GMB","jpkol",-0.07
"GMB","jpkml",-0.07
"GMB","jtool",-0.07
"GMB","jtoml",-0.07
"GMB","jcoco",-0.13
"GMB","jcafe",-0.13
"GMB","jcott",-0.2688
"GMB","jteas",-0.13
"GMB","jothr",-0.0969
"GMB","Shrimp",-0.153465941418785
"GMB","Crust",-0.153465941418785
"GMB","Salmon",-0.154400873938869
"GMB","Tuna",-0.155335806458954
"GMB","Cobswf",-0.155803272718996
"GMB","Eelstg",-0.156270738979039
"GMB","Tilapia",-0.156738205239081
"GMB","Pangas",-0.157205671499123
"GMB","Carp",-0.157673137759166
"GMB","Mullet",-0.158140604019208
"GMB","OFrshD",-0.15860807027925
"GMB","OCarp",-0.159075536539293
"GMB","OPelag",-0.159543002799335
"GMB","OMarn",-0.160010469059377
"GNB","jbeef",0.43
"GNB","jpork",0.28
"GNB","jlamb",0.28
