"J","JJ","CTY","Val"
"jpork","jpork","SYR",0.11
"jpork","jpork","TCD",0.33
"jpork","jpork","TGO",0.242
"jpork","jpork","THA",0.605
"jpork","jpork","TJK",0.22
"jpork","jpork","TKM",0.22
"jpork","jpork","TLS",0.22
"jpork","jpork","TUN",0.11
"jpork","jpork","TUR",0.11
"jpork","jpork","TZA",0.22
"jpork","jpork","UGA",0.22
"jpork","jpork","UKP",0.495
"jpork","jpork","UKR",0.33
"jpork","jpork","URY",0.418
"jpork","jpork","USA",0.385
"jpork","jpork","UZB",0.22
"jpork","jpork","VEN",0.418
"jpork","jpork","VNM",0.55
"jpork","jpork","VUT",0.22
"jpork","jpork","YEM",0.11
"jpork","jpork","ZAF",0.385
"jpork","jpork","ZMB",0.385
"jpork","jpork","ZWE",0.385
"jpork","jlamb","CAN",-0.022
"jpork","jlamb","ISR",-0.022
"jpork","jlamb","NZL",-0.022
"jpork","jlamb","ZAF",-0.022
"jpork","jpoul","AUT",-0.011
"jpork","jpoul","BLX",-0.011
"jpork","jpoul","CAN",-0.044
"jpork","jpoul","CHP",-0.011
"jpork","jpoul","DEU",-0.011
"jpork","jpoul","DNK",-0.011
"jpork","jpoul","FNP",-0.011
"jpork","jpoul","FRP",-0.011
"jpork","jpoul","IRL",-0.011
"jpork","jpoul","ISL",-0.011
"jpork","jpoul","ISR",-0.044
"jpork","jpoul","ITP",-0.011
"jpork","jpoul","JPN",-0.066
"jpork","jpoul","NLD",-0.011
"jpork","jpoul","NOR",-0.011
"jpork","jpoul","NZL",-0.044
"jpork","jpoul","PRT",-0.011
"jpork","jpoul","SPP",-0.011
"jpork","jpoul","SWE",-0.011
"jpork","jpoul","UKP",-0.011
"jpork","jpoul","USA",-0.011
"jpork","jpoul","ZAF",-0.044
"jlamb","jbeef","AUS",-0.11
"jlamb","jbeef","CAN",-0.022
"jlamb","jbeef","ISR",-0.022
"jlamb","jbeef","NZL",-0.022
"jlamb","jbeef","ZAF",-0.022
"jlamb","jpork","CHM",-0.033
"jlamb","jlamb","AFG",0.264
"jlamb","jlamb","AGO",0.22
"jlamb","jlamb","ALB",0.198
"jlamb","jlamb","ARG",0.231
"jlamb","jlamb","ARM",0.22
"jlamb","jlamb","AUS",0.385
"jlamb","jlamb","AUT",0.385
"jlamb","jlamb","AZE",0.22
"jlamb","jlamb","BDI",0.275
"jlamb","jlamb","BEN",0.275
"jlamb","jlamb","BFA",0.242
"jlamb","jlamb","BGD",0.22
"jlamb","jlamb","BGR",0.198
"jlamb","jlamb","BLR",0.22
"jlamb","jlamb","BLT",0.22
"jlamb","jlamb","BLX",0.385
"jlamb","jlamb","BLZ",0.275
"jlamb","jlamb","BOL",0.275
"jlamb","jlamb","BRA",0.198
"jlamb","jlamb","BTN",0.264
"jlamb","jlamb","BWA",0.22
"jlamb","jlamb","CAF",0.275
"jlamb","jlamb","CAN",0.352
"jlamb","jlamb","CHL",0.275
"jlamb","jlamb","CHM",0.275
"jlamb","jlamb","CHP",0.385
"jlamb","jlamb","CIV",0.275
"jlamb","jlamb","CMR",0.275
"jlamb","jlamb","COD",0.275
"jlamb","jlamb","COG",0.275
"jlamb","jlamb","COL",0.165
"jlamb","jlamb","CRB",0.22
"jlamb","jlamb","CRI",0.275
"jlamb","jlamb","CUB",0.275
"jlamb","jlamb","CYP",0.275
"jlamb","jlamb","CZE",0.198
"jlamb","jlamb","DEU",0.385
"jlamb","jlamb","DJI",0.242
"jlamb","jlamb","DNK",0.385
"jlamb","jlamb","DOM",0.275
"jlamb","jlamb","DZA",0.275
"jlamb","jlamb","ECU",0.275
"jlamb","jlamb","EGY",0.385
"jlamb","jlamb","ERI",0.242
"jlamb","jlamb","ETH",0.242
"jlamb","jlamb","FJI",0.22
"jlamb","jlamb","FNP",0.385
"jlamb","jlamb","FRP",0.385
"jlamb","jlamb","GAB",0.275
"jlamb","jlamb","GEO",0.22
"jlamb","jlamb","GHA",0.275
"jlamb","jlamb","GIN",0.275
"jlamb","jlamb","GMB",0.275
"jlamb","jlamb","GNB",0.275
"jlamb","jlamb","GNQ",0.275
"jlamb","jlamb","GRC",0.198
"jlamb","jlamb","GSA",0.275
"jlamb","jlamb","GTM",0.275
"jlamb","jlamb","HND",0.275
"jlamb","jlamb","HRV",0.198
"jlamb","jlamb","HTI",0.275
"jlamb","jlamb","HUN",0.198
"jlamb","jlamb","IDN",0.33
"jlamb","jlamb","IND",0.385
"jlamb","jlamb","IRL",0.385
"jlamb","jlamb","IRN",0.275
"jlamb","jlamb","IRQ",0.275
"jlamb","jlamb","ISL",0.385
"jlamb","jlamb","ISR",0.352
"jlamb","jlamb","ITP",0.385
"jlamb","jlamb","JAM",0.22
"jlamb","jlamb","JOR",0.275
"jlamb","jlamb","JPN",0.308
"jlamb","jlamb","KAZ",0.22
"jlamb","jlamb","KEN",0.275
"jlamb","jlamb","KGZ",0.22
"jlamb","jlamb","KHM",0.286
"jlamb","jlamb","KOR",0.22
"jlamb","jlamb","LAO",0.286
"jlamb","jlamb","LBN",0.275
"jlamb","jlamb","LBR",0.275
"jlamb","jlamb","LBY",0.275
"jlamb","jlamb","LKA",0.264
"jlamb","jlamb","LSO",0.22
"jlamb","jlamb","MDA",0.198
"jlamb","jlamb","MDG",0.22
"jlamb","jlamb","MEX",0.242
"jlamb","jlamb","MLI",0.242
"jlamb","jlamb","MMR",0.242
"jlamb","jlamb","MNG",0.22
"jlamb","jlamb","MOR",0.275
"jlamb","jlamb","MOZ",0.22
"jlamb","jlamb","MRT",0.242
"jlamb","jlamb","MWI",0.22
"jlamb","jlamb","MYS",0.275
"jlamb","jlamb","NAM",0.22
"jlamb","jlamb","NER",0.242
"jlamb","jlamb","NGA",0.22
"jlamb","jlamb","NIC",0.275
"jlamb","jlamb","NLD",0.385
"jlamb","jlamb","NOR",0.385
"jlamb","jlamb","NPL",0.264
"jlamb","jlamb","NZL",0.352
"jlamb","jlamb","OAO",0.22
"jlamb","jlamb","OBN",0.198
"jlamb","jlamb","OIO",0.22
"jlamb","jlamb","OPO",0.22
"jlamb","jlamb","OSA",0.286
"jlamb","jlamb","PAK",0.275
"jlamb","jlamb","PAN",0.275
"jlamb","jlamb","PER",0.275
"jlamb","jlamb","PHL",0.22
"jlamb","jlamb","PNG",0.22
"jlamb","jlamb","POL",0.198
"jlamb","jlamb","PRK",0.22
"jlamb","jlamb","PRT",0.385
"jlamb","jlamb","PRY",0.275
"jlamb","jlamb","PSE",0.275
"jlamb","jlamb","RAP",0.275
"jlamb","jlamb","ROU",0.198
"jlamb","jlamb","RUS",0.22
"jlamb","jlamb","RWA",0.275
"jlamb","jlamb","SAU",0.275
"jlamb","jlamb","SDN",0.242
"jlamb","jlamb","SEN",0.275
"jlamb","jlamb","SLB",0.22
"jlamb","jlamb","SLE",0.275
"jlamb","jlamb","SLV",0.275
"jlamb","jlamb","SOM",0.242
"jlamb","jlamb","SPP",0.385
"jlamb","jlamb","SVK",0.198
"jlamb","jlamb","SVN",0.198
"jlamb","jlamb","SWE",0.385
"jlamb","jlamb","SWZ",0.22
"jlamb","jlamb","SYR",0.275
"jlamb","jlamb","TCD",0.242
"jlamb","jlamb","TGO",0.275
"jlamb","jlamb","THA",0.22
"jlamb","jlamb","TJK",0.22
"jlamb","jlamb","TKM",0.22
"jlamb","jlamb","TLS",0.22
"jlamb","jlamb","TUN",0.275
"jlamb","jlamb","TUR",0.198
"jlamb","jlamb","TZA",0.275
"jlamb","jlamb","UGA",0.275
"jlamb","jlamb","UKP",0.385
"jlamb","jlamb","UKR",0.22
"jlamb","jlamb","URY",0.275
"jlamb","jlamb","USA",0.44
"jlamb","jlamb","UZB",0.22
"jlamb","jlamb","VEN",0.275
"jlamb","jlamb","VNM",0.264
"jlamb","jlamb","VUT",0.22
"jlamb","jlamb","YEM",0.275
"jlamb","jlamb","ZAF",0.352
"jlamb","jlamb","ZMB",0.22
"jlamb","jlamb","ZWE",0.22
"jlamb","jpoul","CAN",-0.022
"jlamb","jpoul","ISR",-0.022
"jlamb","jpoul","NZL",-0.022
"jlamb","jpoul","ZAF",-0.022
"jlamb","jmilk","AUS",-0.055
"jlamb","jmilk","CAN",-0.033
"jlamb","jmilk","ISR",-0.033
"jlamb","jmilk","NZL",-0.033
"jlamb","jmilk","ZAF",-0.033
"jpoul","jbeef","ALB",-0.066
"jpoul","jbeef","ARM",-0.077
"jpoul","jbeef","AUS",-0.088
"jpoul","jbeef","AZE",-0.077
"jpoul","jbeef","BGR",-0.066
"jpoul","jbeef","BLR",-0.077
"jpoul","jbeef","BLT",-0.077
"jpoul","jbeef","BLZ",-0.011
"jpoul","jbeef","BOL",-0.011
"jpoul","jbeef","CHL",-0.011
"jpoul","jbeef","CHM",-0.022
"jpoul","jbeef","CRI",-0.011
"jpoul","jbeef","CUB",-0.011
"jpoul","jbeef","CZE",-0.066
"jpoul","jbeef","DOM",-0.011
"jpoul","jbeef","ECU",-0.011
"jpoul","jbeef","EGY",-0.11
"jpoul","jbeef","GEO",-0.077
"jpoul","jbeef","GRC",-0.066
"jpoul","jbeef","GSA",-0.011
"jpoul","jbeef","GTM",-0.011
"jpoul","jbeef","HND",-0.011
"jpoul","jbeef","HRV",-0.066
"jpoul","jbeef","HTI",-0.011
"jpoul","jbeef","HUN",-0.066
"jpoul","jbeef","JPN",-0.055
"jpoul","jbeef","KAZ",-0.077
"jpoul","jbeef","KGZ",-0.077
"jpoul","jbeef","MDA",-0.066
"jpoul","jbeef","NIC",-0.011
"jpoul","jbeef","OBN",-0.066
"jpoul","jbeef","PAN",-0.011
"jpoul","jbeef","PER",-0.011
"jpoul","jbeef","POL",-0.066
"jpoul","jbeef","PRY",-0.011
"jpoul","jbeef","ROU",-0.066
"jpoul","jbeef","RUS",-0.077
"jpoul","jbeef","SLV",-0.011
"jpoul","jbeef","SVK",-0.066
"jpoul","jbeef","SVN",-0.066
"jpoul","jbeef","TJK",-0.077
"jpoul","jbeef","TKM",-0.077
"jpoul","jbeef","UKR",-0.077
"jpoul","jbeef","URY",-0.011
"jpoul","jbeef","UZB",-0.077
"jpoul","jbeef","VEN",-0.011
"jpoul","jpork","AUS",-0.055
"jpoul","jpork","AUT",-0.055
"jpoul","jpork","BLX",-0.055
"jpoul","jpork","CAN",-0.11
"jpoul","jpork","CHM",-0.066
"jpoul","jpork","CHP",-0.055
"jpoul","jpork","DEU",-0.055
"jpoul","jpork","DNK",-0.055
"jpoul","jpork","FNP",-0.055
"jpoul","jpork","FRP",-0.055
"jpoul","jpork","IDN",-0.077
"jpoul","jpork","IRL",-0.055
"jpoul","jpork","ISL",-0.055
"jpoul","jpork","ISR",-0.11
"jpoul","jpork","ITP",-0.055
"jpoul","jpork","JPN",-0.66
"jpoul","jpork","KHM",-0.077
"jpoul","jpork","KOR",-0.055
"jpoul","jpork","LAO",-0.077
"jpoul","jpork","MMR",-0.055
"jpoul","jpork","MYS",-0.066
"jpoul","jpork","NLD",-0.055
"jpoul","jpork","NOR",-0.055
"jpoul","jpork","NZL",-0.11
"jpoul","jpork","OSA",-0.077
"jpoul","jpork","PHL",-0.077
"jpoul","jpork","PRT",-0.055
"jpoul","jpork","SPP",-0.055
"jpoul","jpork","SWE",-0.055
"jpoul","jpork","THA",-0.088
"jpoul","jpork","UKP",-0.055
"jpoul","jpork","USA",-0.055
"jpoul","jpork","VNM",-0.055
"jpoul","jpork","ZAF",-0.11
"jpoul","jlamb","AUS",-0.055
"jpoul","jpoul","AFG",0.33
"jpoul","jpoul","AGO",0.33
"jpoul","jpoul","ALB",0.385
"jpoul","jpoul","ARG",0.495
"jpoul","jpoul","ARM",0.275
"jpoul","jpoul","AUS",0.44
"jpoul","jpoul","AUT",0.385
"jpoul","jpoul","AZE",0.275
"jpoul","jpoul","BDI",0.33
"jpoul","jpoul","BEN",0.33
"jpoul","jpoul","BFA",0.33
"jpoul","jpoul","BGD",0.33
"jpoul","jpoul","BGR",0.385
"jpoul","jpoul","BLR",0.275
"jpoul","jpoul","BLT",0.275
"jpoul","jpoul","BLX",0.385
"jpoul","jpoul","BLZ",0.308
"jpoul","jpoul","BOL",0.308
"jpoul","jpoul","BRA",0.385
"jpoul","jpoul","BTN",0.33
"jpoul","jpoul","BWA",0.33
"jpoul","jpoul","CAF",0.33
"jpoul","jpoul","CAN",0.418
"jpoul","jpoul","CHL",0.308
"jpoul","jpoul","CHM",0.33
"jpoul","jpoul","CHP",0.385
"jpoul","jpoul","CIV",0.33
"jpoul","jpoul","CMR",0.33
"jpoul","jpoul","COD",0.33
"jpoul","jpoul","COG",0.33
"jpoul","jpoul","COL",0.308
"jpoul","jpoul","CRB",0.33
"jpoul","jpoul","CRI",0.308
"jpoul","jpoul","CUB",0.308
"jpoul","jpoul","CYP",0.385
"jpoul","jpoul","CZE",0.385
"jpoul","jpoul","DEU",0.385
"jpoul","jpoul","DJI",0.33
"jpoul","jpoul","DNK",0.385
"jpoul","jpoul","DOM",0.308
"jpoul","jpoul","DZA",0.385
"jpoul","jpoul","ECU",0.308
"jpoul","jpoul","EGY",0.495
"jpoul","jpoul","ERI",0.33
"jpoul","jpoul","ETH",0.33
"jpoul","jpoul","FJI",0.33
"jpoul","jpoul","FNP",0.385
"jpoul","jpoul","FRP",0.385
"jpoul","jpoul","GAB",0.33
"jpoul","jpoul","GEO",0.275
"jpoul","jpoul","GHA",0.33
"jpoul","jpoul","GIN",0.33
"jpoul","jpoul","GMB",0.33
"jpoul","jpoul","GNB",0.33
"jpoul","jpoul","GNQ",0.33
"jpoul","jpoul","GRC",0.385
"jpoul","jpoul","GSA",0.308
"jpoul","jpoul","GTM",0.308
"jpoul","jpoul","HND",0.308
"jpoul","jpoul","HRV",0.385
"jpoul","jpoul","HTI",0.308
"jpoul","jpoul","HUN",0.385
"jpoul","jpoul","IDN",0.495
"jpoul","jpoul","IND",0.44
"jpoul","jpoul","IRL",0.385
"jpoul","jpoul","IRN",0.385
"jpoul","jpoul","IRQ",0.385
"jpoul","jpoul","ISL",0.385
"jpoul","jpoul","ISR",0.418
"jpoul","jpoul","ITP",0.385
"jpoul","jpoul","JAM",0.33
"jpoul","jpoul","JOR",0.385
"jpoul","jpoul","JPN",0.484
"jpoul","jpoul","KAZ",0.275
"jpoul","jpoul","KEN",0.33
"jpoul","jpoul","KGZ",0.275
"jpoul","jpoul","KHM",0.385
"jpoul","jpoul","KOR",0.44
"jpoul","jpoul","LAO",0.385
"jpoul","jpoul","LBN",0.385
"jpoul","jpoul","LBR",0.33
"jpoul","jpoul","LBY",0.385
"jpoul","jpoul","LKA",0.33
"jpoul","jpoul","LSO",0.33
"jpoul","jpoul","MDA",0.385
"jpoul","jpoul","MDG",0.33
"jpoul","jpoul","MEX",0.44
"jpoul","jpoul","MLI",0.33
"jpoul","jpoul","MMR",0.275
"jpoul","jpoul","MNG",0.44
"jpoul","jpoul","MOR",0.385
"jpoul","jpoul","MOZ",0.33
"jpoul","jpoul","MRT",0.33
"jpoul","jpoul","MWI",0.33
"jpoul","jpoul","MYS",0.44
"jpoul","jpoul","NAM",0.33
"jpoul","jpoul","NER",0.33
"jpoul","jpoul","NGA",0.33
"jpoul","jpoul","NIC",0.308
"jpoul","jpoul","NLD",0.385
"jpoul","jpoul","NOR",0.385
"jpoul","jpoul","NPL",0.33
"jpoul","jpoul","NZL",0.418
"jpoul","jpoul","OAO",0.33
"jpoul","jpoul","OBN",0.385
"jpoul","jpoul","OIO",0.33
"jpoul","jpoul","OPO",0.33
"jpoul","jpoul","OSA",0.385
"jpoul","jpoul","PAK",0.55
"jpoul","jpoul","PAN",0.308
"jpoul","jpoul","PER",0.308
"jpoul","jpoul","PHL",0.385
"jpoul","jpoul","PNG",0.33
"jpoul","jpoul","POL",0.385
"jpoul","jpoul","PRK",0.44
"jpoul","jpoul","PRT",0.385
"jpoul","jpoul","PRY",0.308
"jpoul","jpoul","PSE",0.33
"jpoul","jpoul","RAP",0.385
"jpoul","jpoul","ROU",0.385
"jpoul","jpoul","RUS",0.275
"jpoul","jpoul","RWA",0.33
"jpoul","jpoul","SAU",0.385
"jpoul","jpoul","SDN",0.33
"jpoul","jpoul","SEN",0.33
"jpoul","jpoul","SLB",0.33
"jpoul","jpoul","SLE",0.33
"jpoul","jpoul","SLV",0.308
"jpoul","jpoul","SOM",0.33
"jpoul","jpoul","SPP",0.385
"jpoul","jpoul","SVK",0.385
"jpoul","jpoul","SVN",0.385
"jpoul","jpoul","SWE",0.385
"jpoul","jpoul","SWZ",0.33
"jpoul","jpoul","SYR",0.385
"jpoul","jpoul","TCD",0.33
"jpoul","jpoul","TGO",0.33
"jpoul","jpoul","THA",0.44
"jpoul","jpoul","TJK",0.275
"jpoul","jpoul","TKM",0.275
"jpoul","jpoul","TLS",0.33
"jpoul","jpoul","TUN",0.385
"jpoul","jpoul","TUR",0.385
"jpoul","jpoul","TZA",0.33
"jpoul","jpoul","UGA",0.33
"jpoul","jpoul","UKP",0.385
"jpoul","jpoul","UKR",0.275
"jpoul","jpoul","URY",0.308
"jpoul","jpoul","USA",0.44
"jpoul","jpoul","UZB",0.275
"jpoul","jpoul","VEN",0.308
"jpoul","jpoul","VNM",0.385
"jpoul","jpoul","VUT",0.33
"jpoul","jpoul","YEM",0.385
"jpoul","jpoul","ZAF",0.418
"jpoul","jpoul","ZMB",0.33
"jpoul","jpoul","ZWE",0.33
"jpoul","jeggs","ALB",-0.033
"jpoul","jeggs","ARM",-0.033
"jpoul","jeggs","AUS",-0.022
"jpoul","jeggs","AUT",-0.044
"jpoul","jeggs","AZE",-0.033
"jpoul","jeggs","BGR",-0.033
"jpoul","jeggs","BLR",-0.033
"jpoul","jeggs","BLT",-0.033
"jpoul","jeggs","BLX",-0.044
"jpoul","jeggs","CAN",-0.011
"jpoul","jeggs","CHP",-0.044
"jpoul","jeggs","CZE",-0.033
"jpoul","jeggs","DEU",-0.044
"jpoul","jeggs","DNK",-0.044
"jpoul","jeggs","EGY",-0.022
"jpoul","jeggs","FNP",-0.044
"jpoul","jeggs","FRP",-0.044
"jpoul","jeggs","GEO",-0.033
"jpoul","jeggs","GRC",-0.033
"jpoul","jeggs","HRV",-0.033
"jpoul","jeggs","HUN",-0.033
"jpoul","jeggs","IRL",-0.044
"jpoul","jeggs","ISL",-0.044
"jpoul","jeggs","ISR",-0.011
"jpoul","jeggs","ITP",-0.044
"jpoul","jeggs","JPN",-0.033
"jpoul","jeggs","KAZ",-0.033
"jpoul","jeggs","KGZ",-0.033
"jpoul","jeggs","MDA",-0.033
"jpoul","jeggs","NLD",-0.044
"jpoul","jeggs","NOR",-0.044
"jpoul","jeggs","NZL",-0.011
"jpoul","jeggs","OBN",-0.033
"jpoul","jeggs","POL",-0.033
"jpoul","jeggs","PRT",-0.044
"jpoul","jeggs","ROU",-0.033
"jpoul","jeggs","RUS",-0.033
"jpoul","jeggs","SPP",-0.044
"jpoul","jeggs","SVK",-0.033
"jpoul","jeggs","SVN",-0.033
"jpoul","jeggs","SWE",-0.044
"jpoul","jeggs","TJK",-0.033
"jpoul","jeggs","TKM",-0.033
"jpoul","jeggs","UKP",-0.044
"jpoul","jeggs","UKR",-0.033
"jpoul","jeggs","USA",-0.022
"jpoul","jeggs","UZB",-0.033
"jpoul","jeggs","ZAF",-0.011
"jeggs","jpoul","ARM",-0.022
"jeggs","jpoul","AUS",-0.022
"jeggs","jpoul","AUT",-0.022
"jeggs","jpoul","AZE",-0.022
"jeggs","jpoul","BFA",-0.011
"jeggs","jpoul","BLR",-0.022
"jeggs","jpoul","BLT",-0.022
"jeggs","jpoul","BLX",-0.022
"jeggs","jpoul","BLZ",-0.011
"jeggs","jpoul","BOL",-0.011
"jeggs","jpoul","CAN",-0.011
"jeggs","jpoul","CHL",-0.011
"jeggs","jpoul","CHP",-0.022
"jeggs","jpoul","COL",-0.011
"jeggs","jpoul","CRI",-0.011
"jeggs","jpoul","CUB",-0.011
"jeggs","jpoul","CYP",-0.022
"jeggs","jpoul","DEU",-0.022
"jeggs","jpoul","DJI",-0.011
"jeggs","jpoul","DNK",-0.022
"jeggs","jpoul","DOM",-0.011
"jeggs","jpoul","DZA",-0.022
"jeggs","jpoul","ECU",-0.011
"jeggs","jpoul","EGY",-0.011
"jeggs","jpoul","ERI",-0.011
"jeggs","jpoul","ETH",-0.011
"jeggs","jpoul","FNP",-0.022
"jeggs","jpoul","FRP",-0.022
"jeggs","jpoul","GEO",-0.022
"jeggs","jpoul","GSA",-0.011
"jeggs","jpoul","GTM",-0.011
"jeggs","jpoul","HND",-0.011
"jeggs","jpoul","HTI",-0.011
"jeggs","jpoul","IDN",-0.011
"jeggs","jpoul","IRL",-0.022
"jeggs","jpoul","IRN",-0.022
"jeggs","jpoul","IRQ",-0.022
"jeggs","jpoul","ISL",-0.022
"jeggs","jpoul","ISR",-0.011
"jeggs","jpoul","ITP",-0.022
"jeggs","jpoul","JOR",-0.022
"jeggs","jpoul","KAZ",-0.022
"jeggs","jpoul","KGZ",-0.022
"jeggs","jpoul","KOR",-0.022
"jeggs","jpoul","LBN",-0.022
"jeggs","jpoul","LBY",-0.022
"jeggs","jpoul","MLI",-0.011
"jeggs","jpoul","MNG",-0.022
"jeggs","jpoul","MOR",-0.022
"jeggs","jpoul","MRT",-0.011
"jeggs","jpoul","NER",-0.011
"jeggs","jpoul","NIC",-0.011
"jeggs","jpoul","NLD",-0.022
"jeggs","jpoul","NOR",-0.022
"jeggs","jpoul","NZL",-0.011
"jeggs","jpoul","PAN",-0.011
"jeggs","jpoul","PER",-0.011
"jeggs","jpoul","PRK",-0.022
"jeggs","jpoul","PRT",-0.022
"jeggs","jpoul","PRY",-0.011
"jeggs","jpoul","RAP",-0.022
"jeggs","jpoul","RUS",-0.022
"jeggs","jpoul","SAU",-0.022
"jeggs","jpoul","SDN",-0.011
"jeggs","jpoul","SLV",-0.011
"jeggs","jpoul","SOM",-0.011
"jeggs","jpoul","SPP",-0.022
"jeggs","jpoul","SWE",-0.022
"jeggs","jpoul","SYR",-0.022
"jeggs","jpoul","TCD",-0.011
"jeggs","jpoul","TJK",-0.022
"jeggs","jpoul","TKM",-0.022
"jeggs","jpoul","TUN",-0.022
"jeggs","jpoul","TUR",-0.011
"jeggs","jpoul","UKP",-0.022
"jeggs","jpoul","UKR",-0.022
"jeggs","jpoul","URY",-0.011
"jeggs","jpoul","USA",-0.022
"jeggs","jpoul","UZB",-0.022
"jeggs","jpoul","VEN",-0.011
"jeggs","jpoul","YEM",-0.022
"jeggs","jpoul","ZAF",-0.011
"jeggs","jeggs","AFG",0.275
"jeggs","jeggs","AGO",0.33
"jeggs","jeggs","ALB",0.198
"jeggs","jeggs","ARG",0.33
"jeggs","jeggs","ARM",0.198
"jeggs","jeggs","AUS",0.33
"jeggs","jeggs","AUT",0.308
"jeggs","jeggs","AZE",0.198
"jeggs","jeggs","BDI",0.352
"jeggs","jeggs","BEN",0.275
"jeggs","jeggs","BFA",0.275
"jeggs","jeggs","BGD",0.275
"jeggs","jeggs","BGR",0.198
"jeggs","jeggs","BLR",0.198
"jeggs","jeggs","BLT",0.198
"jeggs","jeggs","BLX",0.308
"jeggs","jeggs","BLZ",0.275
"jeggs","jeggs","BOL",0.275
"jeggs","jeggs","BRA",0.275
"jeggs","jeggs","BTN",0.275
"jeggs","jeggs","BWA",0.33
"jeggs","jeggs","CAF",0.275
"jeggs","jeggs","CAN",0.154
"jeggs","jeggs","CHL",0.275
"jeggs","jeggs","CHM",0.44
"jeggs","jeggs","CHP",0.308
"jeggs","jeggs","CIV",0.275
"jeggs","jeggs","CMR",0.275
"jeggs","jeggs","COD",0.275
"jeggs","jeggs","COG",0.275
"jeggs","jeggs","COL",0.275
"jeggs","jeggs","CRB",0.44
"jeggs","jeggs","CRI",0.275
"jeggs","jeggs","CUB",0.275
"jeggs","jeggs","CYP",0.44
"jeggs","jeggs","CZE",0.198
"jeggs","jeggs","DEU",0.308
"jeggs","jeggs","DJI",0.275
"jeggs","jeggs","DNK",0.308
"jeggs","jeggs","DOM",0.275
"jeggs","jeggs","DZA",0.44
"jeggs","jeggs","ECU",0.275
"jeggs","jeggs","EGY",0.385
"jeggs","jeggs","ERI",0.275
"jeggs","jeggs","ETH",0.275
"jeggs","jeggs","FJI",0.44
"jeggs","jeggs","FNP",0.308
"jeggs","jeggs","FRP",0.308
"jeggs","jeggs","GAB",0.275
"jeggs","jeggs","GEO",0.198
"jeggs","jeggs","GHA",0.275
"jeggs","jeggs","GIN",0.275
"jeggs","jeggs","GMB",0.275
"jeggs","jeggs","GNB",0.275
"jeggs","jeggs","GNQ",0.275
"jeggs","jeggs","GRC",0.198
"jeggs","jeggs","GSA",0.275
"jeggs","jeggs","GTM",0.275
"jeggs","jeggs","HND",0.275
"jeggs","jeggs","HRV",0.198
"jeggs","jeggs","HTI",0.275
"jeggs","jeggs","HUN",0.198
"jeggs","jeggs","IDN",0.385
"jeggs","jeggs","IND",0.352
"jeggs","jeggs","IRL",0.308
"jeggs","jeggs","IRN",0.44
"jeggs","jeggs","IRQ",0.44
"jeggs","jeggs","ISL",0.308
"jeggs","jeggs","ISR",0.154
"jeggs","jeggs","ITP",0.308
"jeggs","jeggs","JAM",0.44
"jeggs","jeggs","JOR",0.44
"jeggs","jeggs","JPN",0.352
"jeggs","jeggs","KAZ",0.154
"jeggs","jeggs","KEN",0.352
"jeggs","jeggs","KGZ",0.154
"jeggs","jeggs","KHM",0.44
"jeggs","jeggs","KOR",0.385
"jeggs","jeggs","LAO",0.44
"jeggs","jeggs","LBN",0.44
"jeggs","jeggs","LBR",0.275
"jeggs","jeggs","LBY",0.44
"jeggs","jeggs","LKA",0.275
"jeggs","jeggs","LSO",0.33
"jeggs","jeggs","MDA",0.198
"jeggs","jeggs","MDG",0.33
"jeggs","jeggs","MEX",0.385
"jeggs","jeggs","MLI",0.275
"jeggs","jeggs","MMR",0.385
"jeggs","jeggs","MNG",0.44
"jeggs","jeggs","MOR",0.44
"jeggs","jeggs","MOZ",0.33
"jeggs","jeggs","MRT",0.275
"jeggs","jeggs","MWI",0.33
"jeggs","jeggs","MYS",0.418
"jeggs","jeggs","NAM",0.33
"jeggs","jeggs","NER",0.275
"jeggs","jeggs","NGA",0.308
"jeggs","jeggs","NIC",0.275
"jeggs","jeggs","NLD",0.308
"jeggs","jeggs","NOR",0.308
"jeggs","jeggs","NPL",0.275
"jeggs","jeggs","NZL",0.154
"jeggs","jeggs","OAO",0.44
"jeggs","jeggs","OBN",0.198
"jeggs","jeggs","OIO",0.44
"jeggs","jeggs","OPO",0.44
"jeggs","jeggs","OSA",0.44
"jeggs","jeggs","PAK",0.33
"jeggs","jeggs","PAN",0.275
"jeggs","jeggs","PER",0.275
"jeggs","jeggs","PHL",0.44
"jeggs","jeggs","PNG",0.44
"jeggs","jeggs","POL",0.198
"jeggs","jeggs","PRK",0.44
"jeggs","jeggs","PRT",0.308
"jeggs","jeggs","PRY",0.275
"jeggs","jeggs","PSE",0.275
"jeggs","jeggs","RAP",0.44
"jeggs","jeggs","ROU",0.198
"jeggs","jeggs","RUS",0.198
"jeggs","jeggs","RWA",0.352
"jeggs","jeggs","SAU",0.44
"jeggs","jeggs","SDN",0.275
"jeggs","jeggs","SEN",0.275
"jeggs","jeggs","SLB",0.44
"jeggs","jeggs","SLE",0.275
"jeggs","jeggs","SLV",0.275
"jeggs","jeggs","SOM",0.275
"jeggs","jeggs","SPP",0.308
"jeggs","jeggs","SVK",0.198
"jeggs","jeggs","SVN",0.198
"jeggs","jeggs","SWE",0.308
"jeggs","jeggs","SWZ",0.33
"jeggs","jeggs","SYR",0.44
"jeggs","jeggs","TCD",0.275
"jeggs","jeggs","TGO",0.275
"jeggs","jeggs","THA",0.22
"jeggs","jeggs","TJK",0.154
